Control Number,File Name,File Extension,File Type Category,File Size (bytes),MD5 Hash,SHA256 Hash,Custodian,Custodian Email,Custodian Department,Custodian Org,Narrative Phase,Narrative Phase Name,Processing Folder Path,Virtual Path,Container ID,Container Name,Level,Primary Date,Sort Date,Language,Has Images,Has Natives,OCR Flag,Supported by Viewer,Extracted Text Preview,Images?,OCR Required?,Native Produced?,Redactable?,Analytics Eligible?,Dedup Method,Workflow Stage,Cull Reason,Processing Status,Processing Error Type,Duplicate Spare,ECA Exclusion Reason,Batch Name,Batch Status,Reviewer,Date First Assigned,Responsiveness,Privilege,Privilege Reason,Hot Doc,Issue Tags,Bates Begin,Bates End,Page Count,Production Set,Bates Prefix,Redacted,Redaction Reason,TAR Score,AL Predicted Relevant,Email From,Email From SMTP,Email To,Email To SMTP,Email CC,Email CC SMTP,Email BCC,Email BCC SMTP,Email Subject,Message ID,In Reply To,Date Sent,Date Received,Conversation Topic,Conversation Index,Has Attachments,Attachment Count,Email Thread ID,Email Threading Inclusive,Importance,Parent Document ID,Family ID,Author,Last Modified By,Date Created,Date Last Modified,Title,Company,Word Count,Slide Count,Sheet Names,PDF Author,PDF Creator,PDF Producer,PDF Page Count,Is Encrypted,Is Form,Rsmf/Application,Rsmf/Participants,Rsmf/MessageCount,Rsmf/BeginDate,Rsmf/EndDate,Rsmf/EventCollectionId,Rsmf/HasPlaceholders,Camera Make,Camera Model,Date Taken,GPS Latitude,GPS Longitude,GPS Altitude,GoogleDrive/DocID,GoogleDrive/DocumentType,GoogleDrive/SharedDriveID,Record Type
DOC-0000433,RE: Whistleblower Concerns — Speaker Bur.msg,msg,Email - MSG,53301,dc739cbc6e04775894eb2ddd02754eca,31de54f6a48339f7c7036a4c7150f94fe2f2cf57b850b4401c8cd498e7ad595b,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2015\02,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000433.msg,,,1,2015-02-22 00:00:00,2015-02-22 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Whistleblower Concerns — Speaker Bureau — Escalation — Michael Brennan 2015-02-22,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,System File,,,,,,,,No,,,,4,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,Bradley Tevelow,bradley.tevelow@mckinsey.com,,,,,RE: Whistleblower Concerns — Speaker Bureau — Escalation,<ce46abf396c49c44.a28af08d@mallinckrodt.com>,,2015-02-22 00:00:00,2015-02-22 00:07:00,RE: Whistleblower Concerns — Speaker Bureau — Escalation,fe034a0e74cd173bc16b44e19d4a305f,Yes,1,,Yes,Normal,,FAM-000045,,,2015-02-22,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001187,DOC-0001187.pdf,pdf,PDF - Text,2396432,4c59c04d37590e762ebf3f1f3fe8e098,e3b9b408566feb1767fe1658c0acc371cc9099d407d6c3dad8294a39372a857d,James Whitfield,james.whitfield@mallinckrodt.com,Executive,Mallinckrodt,2,Pressure,\\Collection\James_Whitfield\2014\11,Mallinckrodt\James_Whitfield\PDF - Text\DOC-0001187.pdf,,,1,2014-11-03 00:00:00,2014-11-03 00:00:00,English,Yes,Yes,No,Yes,[PDF - Text]  — James Whitfield 2014-11-03,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,7,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,2014-11-03,,,Mallinckrodt Inc.,,,,James Whitfield,Nuance PDF,Adobe PDF Library,7,No,No,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000330,FW: Sunshine Act Reporting — Speaker Pay.msg,msg,Email - MSG,246832,dcc31cb2d0cb079f2f5dff13759a9725,a5c6c5ae2e2f2127babf3375f17fb7867d929cc091d51b0630591fbc2d1594cb,Dr. Alec Harrington,alec.harrington@insysrx.com,Sales,Insys,2,Pressure,\\Collection\Dr._Alec_Harrington\2014\10,Insys\Dr._Alec_Harrington\Email - MSG\DOC-0000330.msg,,,1,2014-10-04 00:00:00,2014-10-04 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: Sunshine Act Reporting — Speaker Payment Aggregation — April — Dr. Alec Harrington 2014-10-04,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,File Type Excluded,,,,,,,,No,,,,1,,INSYS,No,,,,Dr. Alec Harrington,alec.harrington@insysrx.com,Lisa Torres,lisa.torres@mallinckrodt.com,,,,,FW: Sunshine Act Reporting — Speaker Payment Aggregation — April,<05635b3048340d51.4f66a914@mallinckrodt.com>,,2014-10-04 00:00:00,2014-10-04 00:05:00,FW: Sunshine Act Reporting — Speaker Payment Aggregation — April,d147a0bf2d7ffe23e29ff19c29b50942,No,0,,Yes,High,,FAM-000134,,,2014-10-04,,,Insys Therapeutics,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000842,DOC-0000842.docx,docx,Office - Word (DOCX),592156,6b9fe3a3eefe100605fdc6c5d6027e82,3856167524f82a96b99530cf75cd9559222e34e73c4e1724271b7250ed87a58e,Lisa Torres,lisa.torres@mallinckrodt.com,Administration,Mallinckrodt,3,Crisis,\\Collection\Lisa_Torres\2015\04,Mallinckrodt\Lisa_Torres\Office - Word (DOCX)\DOC-0000842.docx,,,1,2015-09-08 00:00:00,2015-09-08 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] Congressional Hearing Preparation — Pennsaid Sales — Lisa Torres 2015-04-03,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,19,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000736,FAM-000133,Lisa Torres,Lisa Torres,2015-04-03,2015-04-23,Congressional Hearing Preparation — Pennsaid Sales,Mallinckrodt Inc.,4081,,,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000583,Subsys Speaker Event — Southeast — Atten.msg,msg,Email - MSG,131533,d9a19ca8f3177bab62e32fa7f4cd6362,c5e38a4e7cde6371c1886c58520872d39c21592004007c5d530a542a8f05f94e,Dr. Alec Harrington,alec.harrington@insysrx.com,Sales,Insys,2,Pressure,\\Collection\Dr._Alec_Harrington\2014\08,Insys\Dr._Alec_Harrington\Email - MSG\DOC-0000583.msg,,,1,2014-08-27 00:00:00,2014-08-27 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] Subsys Speaker Event — Southeast — Attendance Report — Dr. Alec Harrington 2014-08-27,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,System File,,,,,,,,No,,,,4,,INSYS,No,,,,Dr. Alec Harrington,alec.harrington@insysrx.com,DEA Diversion Control,diversion@dea.gov,,,,,Subsys Speaker Event — Southeast — Attendance Report,<498ccdd7ae1b3c1a.d32a27d1@mallinckrodt.com>,,2014-08-27 00:00:00,2014-08-27 00:01:00,Subsys Speaker Event — Southeast — Attendance Report,31b4709c01f239e439659c7a42ff3b13,No,0,,Yes,Normal,,FAM-000165,,,2014-08-27,,,Insys Therapeutics,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000661,RE: Congressional Inquiry — Opioid Distr.eml,eml,Email - EML,160920,440497f91e60ba33fcbfa2ca96a805bb,ff6905680d79c20f4931bd94d04a8ff9eee14ab31f5ec4d26282a4d52e7cdb3f,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,3,Crisis,\\Collection\Patricia_Morrison\2015\11,Mallinckrodt\Patricia_Morrison\Email - EML\DOC-0000661.eml,,,1,2015-11-27 00:00:00,2015-11-27 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: Congressional Inquiry — Opioid Distribution Practices — Patricia Morrison 2015-11-27,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,3,,MNK,No,,,,Patricia Morrison,patricia.morrison@mallinckrodt.com,Gregory Nash,gregory.nash@mallinckrodt.com,,,,,RE: DEA Administrative Subpoena — Production Deadline November 2016,<f422dc84aaee3f08.43c81787@mallinckrodt.com>,<c474e1c00f163af8.7e50a000@mallinckrodt.com>,2015-11-27 00:00:00,2015-11-27 00:05:00,RE: Congressional Inquiry — Opioid Distribution Practices,32069ba39561a5748b61d80da691fdda,No,0,THR-000070,No,Normal,DOC-0000401,FAM-000246,,,2015-11-27,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001353,DOC-0001353.csv,csv,Text / Markup,58792,27adebf4d59974e1f767bc623d3ca786,4831671b71873b0f205281cc9c0e086e152ad1783eeea86d488e1dbf0b31b3f2,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2015\07,Mallinckrodt\Sarah_Chen\Text / Markup\DOC-0001353.csv,,,1,2015-07-25 00:00:00,2015-07-25 00:00:00,English,No,Yes,No,Yes,[Text / Markup]  — Sarah Chen 2015-07-25,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,4,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,2015-07-25,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000788,FW: DEA Administrative Subpoena — Produc.eml,eml,Email - EML,148039,8a32c05e6b40335213445e5116bcbb52,998f2a87b81f9c641cc1df92af77e12497a35a49efe31ce46c48923d008f03ca,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2015\10,Mallinckrodt\Michael_Brennan\Email - EML\DOC-0000788.eml,,,1,2015-10-31 00:00:00,2015-10-31 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] FW: DEA Administrative Subpoena — Production Deadline August 2013 — Michael Brennan 2015-10-31,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,4,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,DEA Diversion Control,diversion@dea.gov,,,,,RE: SOM Records Preservation — September 2016 — Legal Hold Reminder,<e4f3e04de27269b1.628764c1@mallinckrodt.com>,<6ae1a31fa7b63925.64f8a4b1@mallinckrodt.com>,2015-10-31 00:00:00,2015-10-31 00:21:00,FW: DEA Administrative Subpoena — Production Deadline August 2013,ccc049ac2be6cd3f1c34abb3dbcbded5,No,0,THR-000011,Yes,High,DOC-0000772,FAM-000187,,,2015-10-31,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001032,DOC-0001032.xlsx,xlsx,Office - Excel (XLSX),81248,ec422181ac2093d4d9df734f67ba704b,69fef16f9159c84fba287777c59aa49db657294f7ad320e2504b402a399aa53f,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2015\04,Mallinckrodt\Michael_Brennan\Office - Excel (XLSX)\DOC-0001032.xlsx,,,1,2016-06-27 00:00:00,2016-06-27 00:00:00,English,No,Yes,No,Yes,[Office - Excel (XLSX)] Ohio AG Subpoena Response — Draft v8 — Michael Brennan 2015-04-20,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,4,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000010,FAM-000316,Michael Brennan,Michael Brennan,2015-04-20,2015-05-04,Ohio AG Subpoena Response — Draft v8,Mallinckrodt Inc.,,,Sheet1; Sheet2,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000345,FW: Cardinal Health — Order Anomaly Aler.msg,msg,Email - MSG,235055,2922ecb0c8aae0c8b05731fd8916f0b7,639e8bbc92004957b161fd16e9a002a45acd1e906fd1134eb25a4809f730e52e,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Michael_Brennan\2013\11,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000345.msg,DOC-0000805,DOC-0000805.pst,1,2013-11-02 00:00:00,2013-11-02 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: Cardinal Health — Order Anomaly Alert — Northeast Pharmacy Cluster — Michael Brennan 2013-11-02,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Date Out of Range,,,,,,,,No,,,,4,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,Patricia Morrison,patricia.morrison@mallinckrodt.com,,,,,FW: Cardinal Health — Order Anomaly Alert — Northeast Pharmacy Cluster,<028adf1cd2b12838.8f97b21d@mallinckrodt.com>,,2013-11-02 00:00:00,2013-11-02 00:07:00,FW: Cardinal Health — Order Anomaly Alert — Northeast Pharmacy Cluster,32d4d3a598dd6c3ce4ceb832c8776e4b,No,0,,Yes,Normal,,FAM-000087,,,2013-11-02,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001295,DOC-0001295.rsmf,rsmf,Chat - Slack (RSMF),436425,8ce043e7afc96b0ea40eced3de136a80,57d050cf86142f38c195842ced8aad7e08f1651410160de4c11b6ce16b8bbd13,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2016\02,Mallinckrodt\Michael_Brennan\Chat - Slack (RSMF)\DOC-0001295.rsmf,,,1,2016-02-28 00:00:00,2016-02-28 00:00:00,English,No,Yes,No,Yes,[Chat - Slack (RSMF)]  — Michael Brennan 2016-02-28,Yes,No,No,Image Only,Yes,EventCollectionId,ECA: Excluded,,Complete,,No,Date Out of Range,,,,,,,,No,,,,5,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,2016-02-28,,,Mallinckrodt Inc.,,,,,,,,No,,Slack,Michael Brennan; James Whitfield; Dr. Alec Harrington; Patricia Morrison,57,2016-02-28 00:00:00,2016-02-29 09:00:00,b01796d28d4461c0,No,,,,,,,,,,EDoc
DOC-0001204,DOC-0001204.pdf,pdf,PDF - Text,730761,9b25665683aede2dbb76e48fe8d181dc,0bd2a470da2c8e5baefae7b6f49ee85fafd580eb175217cbb7eb27377c8595cc,James Whitfield,james.whitfield@mallinckrodt.com,Executive,Mallinckrodt,3,Crisis,\\Collection\James_Whitfield\2016\07,Mallinckrodt\James_Whitfield\PDF - Text\DOC-0001204.pdf,,,1,2016-09-01 00:00:00,2016-09-01 00:00:00,English,Yes,Yes,No,Yes,[PDF - Text]  — James Whitfield 2016-07-18,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,System File,,,,,,,,No,,,,9,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000680,FAM-000274,,,2016-07-18,,,Mallinckrodt Inc.,,,,James Whitfield,Microsoft Word,Adobe PDF Library,9,No,Yes,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000582,RE: DEA Response Preparation — SOM Docum.msg,msg,Email - MSG,112354,ae372e39af39609514611ef142bf18d2,fd481505b8f09270567fd2e9c2f18bfc887553632fc5229853effcdfea7ec9ac,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,2,Pressure,\\Collection\Gregory_Nash\2013\12,Mallinckrodt\Gregory_Nash\Email - MSG\DOC-0000582.msg,,,1,2013-12-28 00:00:00,2013-12-28 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: DEA Response Preparation — SOM Documentation — Gregory Nash 2013-12-28,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,3,,MNK,No,,,,Gregory Nash,gregory.nash@mallinckrodt.com,Sarah Chen,sarah.chen@mallinckrodt.com,,,,,RE: Congressional Inquiry — Opioid Distribution Practices,<7bb9bc20eea21c48.2d8ac2cc@mallinckrodt.com>,<e6f8dac3b8efd250.379e03dd@mallinckrodt.com>,2013-12-28 00:00:00,2013-12-28 00:30:00,RE: DEA Response Preparation — SOM Documentation,639a851f57e5d468f1ed1e4ae9f8e115,No,0,THR-000080,Yes,Normal,DOC-0000290,FAM-000256,,,2013-12-28,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000197,RE: DEA Response Preparation — SOM Docum.msg,msg,Email - MSG,105746,c576c26d98ae0666d066ad21af7d7f21,172d2bd00fbd4c81a9008ecda51e01ad7e8a207853d106cb61004ffed1e2b878,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,2,Pressure,\\Collection\Patricia_Morrison\2013\12,Mallinckrodt\Patricia_Morrison\Email - MSG\DOC-0000197.msg,,,1,2013-12-17 00:00:00,2013-12-17 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: DEA Response Preparation — SOM Documentation — Patricia Morrison 2013-12-17,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,1,,MNK,No,,,,Patricia Morrison,patricia.morrison@mallinckrodt.com,James Whitfield,james.whitfield@mallinckrodt.com,,,,,RE: DEA Response Preparation — SOM Documentation,<d1291d1337b567b4.23900c1d@mallinckrodt.com>,,2013-12-17 00:00:00,2013-12-17 00:10:00,RE: DEA Response Preparation — SOM Documentation,c146ed52e73bc91394ad345ae3239264,No,0,,Yes,Normal,,FAM-000159,,,2013-12-17,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001274,DOC-0001274.rsmf,rsmf,Chat - Teams (RSMF),447268,bf733ae54ba125724f91a9ce50877a24,114ec95b1de3a9a053b20d1633dd88e65269fd43a3af5ce520d5bf282f88afbf,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2015\12,Mallinckrodt\Thomas_Bradley\Chat - Teams (RSMF)\DOC-0001274.rsmf,,,1,2016-02-22 00:00:00,2016-02-22 00:00:00,English,No,Yes,No,Yes,[Chat - Teams (RSMF)]  — Thomas Bradley 2015-12-22,Yes,No,No,Image Only,Yes,EventCollectionId,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,2,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000231,FAM-000219,,,2015-12-22,,,Mallinckrodt Inc.,,,,,,,,No,,Teams,Thomas Bradley; Robert Ashton; Dr. Alec Harrington,30,2015-12-22 00:00:00,2015-12-24 00:00:00,fdfcec1cc1d78eda,No,,,,,,,,,,Attachment
DOC-0000409,FW: State AG Investigation — Northeast —.msg,msg,Email - MSG,107750,bcc9c2e69d2f5a3ea7b4f9c831b5efb0,e5d20eae5104da0ce6508af4d9259a4bac0798c7d6578ecb5529885a0444c6f1,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2016\12,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000409.msg,,,1,2016-12-31 00:00:00,2016-12-31 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: State AG Investigation — Northeast — Document Preservation — Sarah Chen 2016-12-31,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Date Out of Range,,,,,,,,No,,,,3,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Dr. Alec Harrington,alec.harrington@insysrx.com,,,,,RE: SOM Records Preservation — September 2016 — Legal Hold Reminder,<2b519424b595459d.e7dd93a5@mallinckrodt.com>,<6ae1a31fa7b63925.64f8a4b1@mallinckrodt.com>,2016-12-31 00:00:00,2016-12-31 00:28:00,FW: State AG Investigation — Northeast — Document Preservation,f1bdb57bb8dddfc2963ba31cfc7c356d,No,0,THR-000011,No,Normal,DOC-0000772,FAM-000187,,,2016-12-31,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000427,SOM Policy Exception Request — CVS Healt.msg,msg,Email - MSG,256790,bfa4cfdd01c31adc11e12ee9f664b2b9,785fa1adfedb5a32850f7bdcddf7d26368065678ad478200ae99193708464aa4,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Michael_Brennan\2013\02,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000427.msg,,,1,2013-02-01 00:00:00,2013-02-01 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] SOM Policy Exception Request — CVS Health — April 2014 — Michael Brennan 2013-02-01,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,No Keyword Hits,,,,,,,,No,,,,2,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,Thomas Bradley,thomas.bradley@mallinckrodt.com,,,,,RE: Speaker Program — Dr. Maria Santos Payments — June 2013,<62a40afedcb71b1f.12037b06@mallinckrodt.com>,<19ffa018c1c1ba4f.bfdc2b0d@mallinckrodt.com>,2013-02-01 00:00:00,2013-02-01 00:28:00,SOM Policy Exception Request — CVS Health — April 2014,429146caf5239f956ac66272c8757d06,No,0,THR-000040,No,Low,DOC-0000741,FAM-000216,,,2013-02-01,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000760,RE: SOM Records Preservation — May 2014 .eml,eml,Email - EML,35075,ebed65d404f299efc26cd636e3164f25,7216006c31ab2c49ec817e3e666a786114941dbdff6f4f21ce64a89a374e3e12,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,3,Crisis,\\Collection\Patricia_Morrison\2016\08,Mallinckrodt\Patricia_Morrison\Email - EML\DOC-0000760.eml,,,1,2016-08-05 00:00:00,2016-08-05 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: SOM Records Preservation — May 2014 — Legal Hold Reminder — Patricia Morrison 2016-08-05,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Date Out of Range,,,,,,,,No,,,,4,,MNK,No,,,,Patricia Morrison,patricia.morrison@mallinckrodt.com,Sarah Chen,sarah.chen@mallinckrodt.com,,,,,RE: SOM Records Preservation — May 2014 — Legal Hold Reminder,<c74de5e3e31896d5.0a120876@mallinckrodt.com>,,2016-08-05 00:00:00,2016-08-05 00:28:00,RE: SOM Records Preservation — May 2014 — Legal Hold Reminder,02c27f97af6c9a3157a9b67fe35f41db,No,0,,Yes,Normal,,FAM-000160,,,2016-08-05,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000080,FW: State AG Investigation — Great Lakes.msg,msg,Email - MSG,256607,a175a9c3d7b102a92332a50e6992896e,74bd0c938177b66137fe032c0257185126a9e100b509109b116658ce3b3f3800,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,3,Crisis,\\Collection\Patricia_Morrison\2016\10,Mallinckrodt\Patricia_Morrison\Email - MSG\DOC-0000080.msg,,,1,2016-10-19 00:00:00,2016-10-19 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: State AG Investigation — Great Lakes — Document Preservation — Patricia Morrison 2016-10-19,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Date Out of Range,,,,,,,,No,,,,1,,MNK,No,,,,Patricia Morrison,patricia.morrison@mallinckrodt.com,Sarah Chen,sarah.chen@mallinckrodt.com,,,,,RE: SOM Policy Exception Request — CVS Health — June 2013,<0f79a8a75f8a14bd.9e2a7324@mallinckrodt.com>,<b1af6608abfc8586.07bbd002@mallinckrodt.com>,2016-10-19 00:00:00,2016-10-19 00:27:00,FW: State AG Investigation — Great Lakes — Document Preservation,9dd43675ef145064aab07015a3422e50,No,0,THR-000063,No,High,DOC-0000756,FAM-000239,,,2016-10-19,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000990,DOC-0000990.doc,doc,Office - Word (DOC),453561,d04fc75a7d06cba89aff0070e2f000fd,5fd456a6dbd31e61c5fc71d6f75820c17eec7024c8972af543d4d1a67ef32adc,James Whitfield,james.whitfield@mallinckrodt.com,Executive,Mallinckrodt,3,Crisis,\\Collection\James_Whitfield\2016\03,Mallinckrodt\James_Whitfield\Office - Word (DOC)\DOC-0000990.doc,,,1,2016-03-14 00:00:00,2016-03-14 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOC)] SOM Records Preservation Protocol — James Whitfield 2016-03-14,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,30,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,James Whitfield,James Whitfield,2016-03-14,2016-04-02,SOM Records Preservation Protocol,Mallinckrodt Inc.,2433,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
HOT-0000001,FW: Compliance Escalation — Midwest Orde.msg,msg,Email - MSG,285827,e53428c5afd103430e1f9be02f97e3ae,c179981c5629d311b80fa0c559266a34a61d0ed9aeb47cf35bea228558ab65d0,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Michael_Brennan\2014\02,Mallinckrodt\Michael_Brennan\Email - MSG\HOT-0000001.msg,,,1,2013-08-14 09:00:00,2013-08-14 09:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: Compliance Escalation — Midwest Order Patterns — Michael Brennan 2014-02-25,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,,,Yes,SOM Override; DEA Correspondence,MNK00000001,MNK00000005,5,VOL001,MNK,No,,23.48,No,Michael Brennan,michael.brennan@mallinckrodt.com,Lisa Torres,lisa.torres@mallinckrodt.com,,,,,"RE: Override of Cardinal Health Suspicious Order Flag — Cincinnati, OH",<ac7c2bca38135dad.51d1fedf@mallinckrodt.com>,<a3dc221206eab78c.2333c422@mallinckrodt.com>,2014-02-25 00:00:00,2014-02-25 00:07:00,FW: Compliance Escalation — Midwest Order Patterns,c262de44efdd42c0484c62654458ce41,No,0,STHR-0001,Yes,Normal,HOT-0000012,SFAM-0001,,,2014-02-25,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000885,DOC-0000885.docx,docx,Office - Word (DOCX),412180,da0b7ca42548f600e2f27f044bd6a07d,27f3b30374a7c15b161fc0ebb972ff40a35de60372c0d42d2f29ca3efd92ea2a,Bradley Tevelow,bradley.tevelow@mckinsey.com,Healthcare Practice,McKinsey,2,Pressure,\\Collection\Bradley_Tevelow\2013\03,McKinsey\Bradley_Tevelow\Office - Word (DOCX)\DOC-0000885.docx,,,1,2013-03-01 00:00:00,2013-03-01 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] SOM Override Business Justification Memo — Mid-Atlantic — Bradley Tevelow 2013-03-01,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,Date Out of Range,,,,,,,,No,,,,17,,MCK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,Bradley Tevelow,Bradley Tevelow,2013-03-01,2013-03-13,SOM Override Business Justification Memo — Mid-Atlantic,McKinsey & Company,3511,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
